viagem_id,hotel,cidade,diarias,valor_diaria,valor_hospedagem_realizado,fora_politica_hotel
T001097,Hotel Local,Rio de Janeiro,2,314.95,629.89,False
T001098,Accor,São Paulo,1,440.85,440.85,False
T001099,Accor,Recife,3,253.31,759.92,False
T001100,Accor,Vitória da Conquista,4,298.64,1194.58,True
T001101,Accor,Feira de Santana,1,198.28,198.28,False
T001102,Hotel Local,Rio de Janeiro,3,366.31,1098.93,False
T001104,Accor,Curitiba,1,322.2,322.2,False
T001106,Hotel Local,Fortaleza,2,264.59,529.17,False
T001107,Accor,Campinas,2,367.0,734.01,False
T001109,Hotel Local,Belo Horizonte,2,234.79,469.58,False
T001110,Hotel Local,São Paulo,5,460.02,2300.12,False
T001111,Hotel Local,Rio de Janeiro,3,396.8,1190.41,True
T001112,Intercity,Recife,3,304.48,913.45,False
T001113,Accor,Feira de Santana,7,291.82,2042.75,True
T001114,Accor,Fortaleza,7,271.75,1902.28,False
T001115,Accor,São Paulo,1,359.91,359.91,False
T001116,Intercity,São Paulo,5,359.64,1798.22,False
T001117,Rede Nacional,Manaus,4,353.04,1412.15,False
T001118,Hotel Local,Rio de Janeiro,2,479.36,958.71,True
T001119,Transamerica,Sao Paulo,2,441.94,883.88,True
T001120,Hotel Local,São Paulo,3,438.99,1316.97,False
T001122,Accor,Ilhéus,2,373.77,747.53,False
T001123,Hotel Local,Belo Horizonte,2,291.99,583.98,False
T001124,Hotel Local,Vitória da Conquista,1,172.22,172.22,False
T001126,Hotel Local,São Paulo,2,319.4,638.79,False
T001128,Hotel Local,São Paulo,1,338.64,338.64,False
T001131,Transamerica,São Paulo,3,459.01,1377.04,True
T001132,Rede Nacional,Vitória da Conquista,5,200.29,1001.46,False
T001133,Hotel Local,Rio de Janeiro,2,307.1,614.2,False
T001134,Hotel Local,Ilhéus,4,224.53,898.12,False
T001135,Transamerica,Brasília,3,371.2,1113.59,False
T001136,Transamerica,Fortaleza,1,265.75,265.75,False
T001137,Hotel Local,Belo Horizonte,1,227.85,227.85,False
T001138,Hotel Local,Belo Horizonte,1,202.8,202.8,False
T001139,Transamerica,Recife,2,278.74,557.47,False
T001140,Hotel Local,São Paulo,3,428.29,1284.87,False
T001141,Hotel Local,São Paulo,4,249.6,998.4,False
T001142,Hotel Local,Ilhéus,3,176.04,528.13,False
T001143,Hotel Local,Curitiba,5,307.57,1537.87,False
T001144,Intercity,São Paulo,1,360.68,360.68,False
T001145,Accor,São Paulo,3,357.4,1072.21,False
T001146,Transamerica,Curitiba,4,406.71,1626.83,True
T001147,Intercity,Vitória da Conquista,4,225.81,903.25,False
T001148,Rede Nacional,Belo Horizonte,2,296.79,593.58,False
T001150,Hotel Local,Aracaju,2,200.39,400.79,False
T001151,Rede Nacional,Rio de Janeiro,4,270.9,1083.61,False
T001152,Rede Nacional,Belo Horizonte,2,304.89,609.78,False
T001155,Rede Nacional,São Paulo,1,370.29,370.29,False
T001156,Hotel Local,Recife,2,238.83,477.67,False
T001157,Intercity,São Paulo,3,491.37,1474.1,False
T001159,Accor,São Paulo,4,460.7,1842.8,False
T001160,Rede Nacional,São Paulo,4,485.71,1942.85,False
T001161,Intercity,Porto Alegre,1,352.2,352.2,False
T001164,Rede Nacional,Belo Horizonte,3,326.55,979.64,False
T001165,Transamerica,São Paulo,3,486.63,1459.9,True
T001166,Accor,Brasília,4,388.62,1554.48,False
T001168,Accor,Recife,1,234.77,234.77,False
T001169,Rede Nacional,Fortaleza,3,343.29,1029.87,False
T001170,Rede Nacional,Recife,2,257.73,515.47,False
T001171,Accor,Recife,1,462.67,462.67,True
T001172,Accor,Curitiba,4,259.25,1037.0,False
T001174,Hotel Local,São Paulo,6,317.0,1902.0,False
T001175,Hotel Local,Belo Horizonte,4,245.79,983.15,False
T001176,Hotel Local,São Paulo,3,299.98,899.94,False
T001177,Intercity,Recife,2,277.67,555.35,False
T001178,Hotel Local,Curitiba,10,310.58,3105.77,False
T001180,Accor,São Paulo,3,462.68,1388.03,False
T001181,Intercity,Feira de Santana,3,213.28,639.83,False
T001183,Accor,Feira de Santana,1,228.33,228.33,False
T001184,Transamerica,Belo Horizonte,1,334.37,334.37,False
T001185,Hotel Local,Vitória da Conquista,5,273.43,1367.14,False
T001186,Rede Nacional,Ilhéus,1,215.56,215.56,False
T001187,Hotel Local,Recife,1,220.36,220.36,False
T001188,Rede Nacional,Brasília,4,338.41,1353.64,False
T001189,Rede Nacional,Belo Horizonte,1,245.53,245.53,False
T001190,Intercity,Belo Horizonte,4,236.01,944.04,False
T001191,Accor,Vitória da Conquista,4,233.07,932.28,False
T001192,Accor,Recife,7,329.81,2308.7,False
T001193,Rede Nacional,Rio de Janeiro,2,264.31,528.62,False
T001194,Hotel Local,Rio de Janeiro,1,417.93,417.93,False
T001195,Rede Nacional,São Paulo,2,445.68,891.36,False
T001197,Intercity,Rio de Janeiro,2,428.69,857.38,True
T001198,Hotel Local,SP - São Paulo,3,340.33,1020.98,False
T001200,Hotel Local,Fortaleza,1,233.76,233.76,False
T001201,Accor,Porto Alegre,4,402.4,1609.6,True
T001202,Transamerica,São Paulo,4,343.31,1373.23,False
T001204,Hotel Local,São Paulo,1,466.34,466.34,False
T001205,Hotel Local,Recife,1,273.97,273.97,False
T001206,Hotel Local,Brasília,4,315.12,1260.48,False
T001207,Hotel Local,Curitiba,1,214.05,214.05,False
T001208,Transamerica,Rio de Janeiro,3,348.56,1045.69,False
T001209,Accor,Feira de Santana,3,227.46,682.39,False
T001210,Accor,São Paulo,2,410.56,821.12,False
T001211,Transamerica,São Paulo,2,432.61,865.23,False
T001213,Transamerica,Fortaleza,1,437.29,437.29,False
T001214,Rede Nacional,Rio de Janeiro,3,362.66,1087.98,False
T001215,Transamerica,Campinas,4,359.28,1437.13,False
T001217,Hotel Local,Porto Alegre,2,248.0,496.01,False
T001219,Rede Nacional,São Paulo,2,367.73,735.46,False
T001221,Intercity,Ilhéus,4,325.1,1300.4,False
T001222,Hotel Local,Campinas,2,386.1,772.19,False
T001223,Intercity,Porto Alegre,2,303.23,606.45,False
T001224,Rede Nacional,São Paulo,2,333.86,667.71,False
T001226,Hotel Local,Rio de Janeiro,3,371.59,1114.77,False
T001227,Hotel Local,Campinas,3,287.03,861.1,False
T001228,Intercity,Brasilia,1,349.4,349.4,False
T001230,Hotel Local,São Paulo,1,438.86,438.86,False
T001232,Rede Nacional,Recife,2,240.34,480.69,False
T001233,Rede Nacional,São Paulo,4,341.67,1366.67,False
T001234,Transamerica,Porto Alegre,4,322.68,1290.73,False
T001235,Rede Nacional,Rio de Janeiro,4,326.11,1304.44,False
T001236,Accor,Recife,5,334.7,1673.52,False
T001238,Accor,Belo Horizonte,1,254.2,254.2,False
T001239,Accor,São Paulo,2,444.6,889.21,False
T001240,Accor,São Paulo,1,436.98,436.98,False
T001242,Hotel Local,São Paulo,5,295.95,1479.77,False
T001243,Accor,DF - Brasília,5,523.98,2619.91,True
T001245,Hotel Local,São Paulo,4,297.04,1188.15,False
T001247,Transamerica,Fortaleza,5,378.37,1891.83,False
T001249,Accor,Rio de Janeiro,1,266.01,266.01,False
T001252,Intercity,Aracaju,3,295.27,885.81,False
T001253,Rede Nacional,Recife,2,290.8,581.61,False
T001254,Transamerica,Vitória da Conquista,5,287.99,1439.96,False
T001255,Accor,Fortaleza,1,396.56,396.56,False
T001256,Accor,Campinas,5,350.31,1751.57,False
T001257,Rede Nacional,Recife,1,254.07,254.07,False
T001258,Intercity,Fortaleza,7,454.46,3181.25,True
T001261,Accor,Feira de Santana,5,280.22,1401.12,True
T001262,Accor,Rio de Janeiro,1,439.04,439.04,True
T001265,Intercity,São Paulo,1,420.39,420.39,False
T001268,Rede Nacional,São Paulo,5,380.87,1904.35,False
T001269,Hotel Local,Curitiba,1,354.81,354.81,True
T001271,Accor,Recife,4,321.18,1284.7,False
T001272,Intercity,São Paulo,2,448.88,897.76,False
T001273,Intercity,São Paulo,1,441.78,441.78,False
T001274,Hotel Local,Brasília,2,322.4,644.8,False
T001275,Rede Nacional,São Paulo,2,340.97,681.93,False
T001276,Rede Nacional,Campinas,2,252.16,504.33,False
T001277,Rede Nacional,São Paulo,7,388.98,2722.85,False
T001278,Hotel Local,Brasília,2,369.24,738.47,False
T001279,Transamerica,Rio de Janeiro,3,374.15,1122.46,False
T001280,Accor,São Paulo,2,377.54,755.07,False
T001282,Accor,Belo Horizonte,1,244.42,244.42,False
T001283,Transamerica,Rio de Janeiro,2,398.41,796.82,True
T001284,Hotel Local,Brasília,1,278.82,278.82,False
T001285,Hotel Local,Belo Horizonte,3,207.52,622.57,False
T001286,Rede Nacional,São Paulo,4,437.08,1748.32,True
T001287,Rede Nacional,São Paulo,1,398.26,398.26,False
T001288,Transamerica,Porto Alegre,2,315.22,630.43,False
T001290,Transamerica,Campinas,4,310.18,1240.72,False
T001293,Rede Nacional,São Paulo,4,508.73,2034.92,False
T001294,Intercity,São Paulo,2,345.63,691.26,False
T001295,Hotel Local,Brasília,1,259.66,259.66,False
T001296,Intercity,Brasília,1,281.96,281.96,False
T001297,Accor,São Paulo,2,449.97,899.94,False
T001298,Transamerica,Brasilia,1,291.45,291.45,False
T001299,Accor,São Paulo,7,456.22,3193.51,False
T001301,Accor,São Paulo,1,389.25,389.25,False
T001302,Hotel Local,Manaus,1,281.97,281.97,False
T001303,Intercity,São Paulo,4,428.65,1714.59,False
T001304,Hotel Local,Brasília,5,343.75,1718.73,False
T001307,Rede Nacional,Brasília,2,391.2,782.4,True
T001311,Intercity,Porto Alegre,2,306.14,612.28,False
T001312,Rede Nacional,Rio de Janeiro,2,383.02,766.03,False
T001313,Accor,Rio de Janeiro,3,334.93,1004.79,False
T001314,Hotel Local,São Paulo,2,372.71,745.43,False
T001315,Hotel Local,São Paulo,2,370.66,741.33,False
T001316,Accor,Porto Alegre,6,422.17,2533.02,True
T001317,Hotel Local,Curitiba,4,224.91,899.63,False
T001318,Intercity,São Paulo,1,418.84,418.84,False
T001319,Rede Nacional,são paulo,1,434.91,434.91,False
T001320,Rede Nacional,São Paulo,3,387.04,1161.11,False
T001321,Hotel Local,São Paulo,9,504.67,4542.01,True
T001322,Transamerica,Rio de Janeiro,3,365.84,1097.51,False
T001323,Hotel Local,Rio de Janeiro,2,412.67,825.35,False
T001324,Transamerica,São Paulo,4,504.11,2016.45,True
T001325,Hotel Local,Recife,3,317.93,953.78,False
T001326,Rede Nacional,Belo Horizonte,1,454.5,454.5,True
T001327,Hotel Local,São Paulo,2,367.7,735.41,False
T001328,Rede Nacional,São Paulo,2,392.82,785.65,False
T001329,Accor,Recife,1,282.61,282.61,False
T001330,Accor,Brasília,3,316.03,948.1,False
T001331,Hotel Local,Recife,9,303.01,2727.05,False
T001333,Rede Nacional,Rio de Janeiro,1,449.36,449.36,False
T001335,Accor,Curitiba,3,283.86,851.58,False
T001336,Intercity,São Paulo,2,301.29,602.57,False
T001337,Rede Nacional,São Paulo,3,428.94,1286.83,False
T001338,Rede Nacional,Fortaleza,3,304.62,913.85,False
T001339,Transamerica,Manaus,1,334.52,334.52,False
T001340,Accor,Recife,2,236.4,472.8,False
T001341,Accor,São Paulo,3,412.79,1238.38,False
T001343,Rede Nacional,Fortaleza,5,311.61,1558.04,False
T001345,Accor,Fortaleza,1,302.59,302.59,False
T001347,Rede Nacional,São Paulo,1,349.71,349.71,False
T001348,Accor,Fortaleza,4,401.51,1606.05,True
T001349,Hotel Local,Recife,2,309.53,619.07,False
T001350,Accor,Brasília,2,419.04,838.09,False
T001351,Hotel Local,Brasília,1,288.93,288.93,False
T001352,Rede Nacional,São Paulo,3,339.23,1017.7,False
T001353,Hotel Local,Feira de Santana,2,174.04,348.07,False
T001354,Hotel Local,Campinas,4,292.71,1170.85,False
T001355,Intercity,Brasília,3,465.14,1395.43,True
T001357,Transamerica,DF - Brasília,1,365.17,365.17,False
T001358,Transamerica,Recife,3,308.81,926.44,False
T001359,Rede Nacional,Fortaleza,3,292.04,876.11,False
T001360,Transamerica,Belo Horizonte,2,297.43,594.85,False
T001361,Rede Nacional,Belo Horizonte,4,312.59,1250.36,False
T001362,Hotel Local,Porto Alegre,3,250.54,751.61,False
T001363,Transamerica,Rio de Janeiro,2,573.4,1146.8,True
T001364,Hotel Local,Rio de Janeiro,1,240.61,240.61,False
T001365,Rede Nacional,Campinas,2,224.53,449.07,False
T001366,Accor,Feira de Santana,3,209.5,628.5,False
T001367,Transamerica,Feira de Santana,3,242.7,728.1,True
T001369,Accor,Fortaleza,2,340.39,680.77,False
T001370,Rede Nacional,Vitória da Conquista,4,188.4,753.6,False
T001371,Hotel Local,Porto Alegre,2,330.06,660.12,False
T001372,Intercity,São Paulo,1,354.06,354.06,False
T001373,Hotel Local,Recife,2,229.44,458.87,False
T001374,Hotel Local,São Paulo,2,325.53,651.05,False
T001375,Accor,Rio de Janeiro,2,336.48,672.97,False
T001376,Hotel Local,Fortaleza,2,232.88,465.75,False
T001377,Hotel Local,Belo Horizonte,3,288.07,864.22,False
T001378,Transamerica,Porto Alegre,1,255.63,255.63,False
T001379,Accor,Brasília,2,429.52,859.05,True
T001380,Intercity,São Paulo,3,404.11,1212.34,False
T001381,Hotel Local,São Paulo,3,470.72,1412.17,False
T001382,Accor,São Paulo,2,318.03,636.05,False
T001383,Hotel Local,Belo Horizonte,1,237.81,237.81,False
T001384,Hotel Local,Brasília,4,450.92,1803.7,False
T001385,Hotel Local,Ilhéus,2,279.16,558.31,False
T001386,Hotel Local,Curitiba,1,283.2,283.2,False
T001387,Hotel Local,Recife,1,314.14,314.14,False
T001388,Transamerica,Brasília,2,307.73,615.46,False
T001389,Rede Nacional,Belo Horizonte,1,394.01,394.01,False
T001390,Transamerica,Fortaleza,2,328.37,656.73,False
T001391,Hotel Local,Ilhéus,5,201.98,1009.9,False
T001392,Intercity,Belo Horizonte,3,271.23,813.69,False
T001393,Intercity,Ilhéus,3,274.95,824.84,False
T001395,Accor,Feira de Santana,2,272.18,544.36,True
T001396,Hotel Local,Fortaleza,4,240.98,963.91,False
T001397,Hotel Local,São Paulo,9,367.0,3303.04,False
T001398,Rede Nacional,Aracaju,2,201.91,403.83,False
T001399,Transamerica,São Paulo,3,459.67,1379.0,False
T001400,Transamerica,Curitiba,2,360.76,721.52,True
T001401,Intercity,São Paulo,1,387.33,387.33,False
T001402,Accor,São Paulo,5,467.98,2339.9,False
T001403,Transamerica,Curitiba,2,373.7,747.39,True
T001404,Accor,Rio de Janeiro,1,568.47,568.47,True
T001405,Accor,São Paulo,5,396.45,1982.24,False
T001406,Hotel Local,Campinas,2,324.18,648.35,False
T001407,Rede Nacional,Curitiba,1,343.69,343.69,True
T001408,Hotel Local,São Paulo,1,454.51,454.51,False
T001410,Rede Nacional,Brasília,1,315.45,315.45,False
T001411,Hotel Local,São Paulo,4,419.34,1677.38,False
T001413,Intercity,Brasília,4,396.61,1586.45,False
T001415,,São Paulo,2,333.07,666.15,False
T001417,Accor,Feira de Santana,3,183.09,549.26,False
T001418,Hotel Local,São Paulo,2,282.49,564.98,False
T001420,Hotel Local,São Paulo,2,352.93,705.86,False
T001421,Hotel Local,Curitiba,2,236.48,472.96,False
T001422,Accor,Curitiba,3,380.09,1140.26,True
T001423,Transamerica,São Paulo,2,619.05,1238.1,True
T001424,Rede Nacional,São Paulo,4,301.15,1204.61,False
T001425,Transamerica,Belo Horizonte,2,260.1,520.21,False
T001426,Rede Nacional,São Paulo,2,283.57,567.13,False
T001427,Accor,Feira de Santana,5,208.67,1043.33,False
T001429,Transamerica,Belo Horizonte,6,336.0,2016.01,True
T001431,Accor,São Paulo,6,358.1,2148.58,False
T001432,Transamerica,Fortaleza,4,349.78,1399.12,False
T001433,Intercity,Belo Horizonte,6,368.65,2211.92,True
T001434,Rede Nacional,São Paulo,1,303.29,303.29,False
T001435,Hotel Local,Rio de Janeiro,2,344.65,689.3,False
T001437,Intercity,Manaus,4,408.94,1635.78,True
T001438,Intercity,Vitória da Conquista,1,207.15,207.15,False
T001439,Hotel Local,São Paulo,1,500.81,500.81,False
T001440,Hotel Local,São Paulo,1,298.59,298.59,False
T001445,Intercity,Porto Alegre,2,362.79,725.58,False
T001446,Accor,São Paulo,1,335.52,335.52,False
T001447,Accor,Brasília,3,319.11,957.32,False
T001448,Transamerica,Brasília,2,417.75,835.5,True
T001449,Accor,Brasília,3,352.07,1056.22,False
T001450,Hotel Local,São Paulo,6,305.68,1834.07,False
T001452,Accor,Fortaleza,3,337.17,1011.5,True
T001453,Rede Nacional,Recife,1,328.83,328.83,False
T001454,Accor,Belo Horizonte,3,433.13,1299.4,True
T001455,Hotel Local,Brasília,1,313.43,313.43,False
T001456,Rede Nacional,Rio de Janeiro,4,497.76,1991.03,False
T001457,Rede Nacional,São Paulo,3,478.63,1435.89,False
T001460,Accor,Rio de Janeiro,3,448.83,1346.48,True
T001461,Intercity,Brasília,3,405.7,1217.1,False
T001462,Hotel Local,Campinas,3,382.05,1146.14,False
T001463,Hotel Local,Curitiba,6,290.65,1743.88,False
T001465,Hotel Local,Brasília,1,319.08,319.08,False
T001466,Accor,Recife,2,412.94,825.88,True
T001467,Rede Nacional,Curitiba,1,367.6,367.6,False
T001470,Intercity,São Paulo,6,529.09,3174.53,True
T001471,Rede Nacional,São Paulo,2,363.13,726.26,False
T001472,Hotel Local,Brasília,3,355.81,1067.42,False
T001473,Transamerica,Fortaleza,2,450.11,900.22,True
T001474,Intercity,Recife,2,317.27,634.54,False
T001476,Hotel Local,Feira de Santana,2,177.95,355.9,False
T001478,Rede Nacional,Manaus,1,383.16,383.16,True
T001479,Rede Nacional,São Paulo,1,478.32,478.32,True
T001481,Transamerica,Curitiba,1,299.98,299.98,False
T001482,Rede Nacional,Campinas,3,366.68,1100.03,False
T001484,Transamerica,São Paulo,6,435.03,2610.17,False
T001485,Hotel Local,São Paulo,1,421.55,421.55,False
T001486,Accor,Vitória da Conquista,1,251.1,251.1,False
T001487,Hotel Local,Feira de Santana,1,176.33,176.33,False
T001488,Hotel Local,Recife,1,281.08,281.08,False
T001489,Transamerica,Curitiba,1,346.29,346.29,True
T001490,Rede Nacional,Campinas,5,293.56,1467.8,False
T001492,Intercity,São Paulo,6,437.29,2623.76,False
T001493,Rede Nacional,São Paulo,2,389.54,779.08,False
T001495,Intercity,Feira de Santana,1,269.7,269.7,True
T001496,Rede Nacional,Recife,1,294.93,294.93,False
T001498,Intercity,Brasília,4,387.89,1551.56,False
T001499,Hotel Local,Feira de Santana,1,180.81,180.81,False
T001501,Accor,Rio de Janeiro,3,405.01,1215.02,True
T001502,Intercity,Rio de Janeiro,3,430.31,1290.94,True
T001503,Transamerica,Aracaju,3,252.97,758.92,False
T001504,Intercity,Ilhéus,3,249.21,747.63,False
T001505,Hotel Local,Brasília,2,463.52,927.03,False
T001506,Accor,São Paulo,4,625.63,2502.53,True
T001507,Intercity,Rio de Janeiro,3,481.29,1443.87,False
T001508,Hotel Local,São Paulo,5,301.3,1506.49,False
T001509,Transamerica,Vitória da Conquista,2,256.93,513.85,False
T001510,Rede Nacional,Curitiba,1,304.95,304.95,False
T001511,Rede Nacional,São Paulo,4,418.3,1673.22,False
T001513,Hotel Local,Campinas,2,316.06,632.11,False
T001515,Transamerica,Feira de Santana,3,238.69,716.06,False
T001516,Hotel Local,São Paulo,9,454.59,4091.33,False
T001517,Rede Nacional,São Paulo,7,369.6,2587.18,False
T001518,Accor,Recife,2,335.4,670.79,False
T001519,Accor,Brasília,4,369.62,1478.48,False
T001520,Rede Nacional,Feira de Santana,2,231.09,462.17,False
T001521,Rede Nacional,Rio de Janeiro,2,376.4,752.81,False
T001522,Hotel Local,Belo Horizonte,2,252.36,504.73,False
T001523,Accor,Recife,1,280.85,280.85,False
T001525,Accor,Porto Alegre,2,342.53,685.07,False
T001526,Hotel Local,Fortaleza,3,223.08,669.23,False
T001527,Accor,Brasília,2,432.32,864.64,True
T001528,Intercity,Belo Horizonte,3,255.75,767.26,False
T001529,Accor,São Paulo,1,304.49,304.49,False
T001530,Transamerica,Vitória da Conquista,1,240.5,240.5,False
T001531,Rede Nacional,São Paulo,1,276.95,276.95,False
T001532,Rede Nacional,Manaus,2,330.58,661.17,False
T001534,Transamerica,Fortaleza,3,285.21,855.62,False
T001535,Accor,Recife,2,259.84,519.68,False
T001536,Rede Nacional,São Paulo,2,270.23,540.46,False
T001537,Intercity,Belo Horizonte,1,268.33,268.33,False
T001538,Intercity,Brasília,1,368.38,368.38,False
T001539,Hotel Local,Fortaleza,1,244.02,244.02,False
T001544,Accor,Recife,1,272.01,272.01,False
T001545,Accor,Brasília,7,381.13,2667.89,False
T001546,Rede Nacional,Recife,5,299.0,1495.02,False
T001548,Accor,Recife,4,296.87,1187.47,False
T001549,Accor,Fortaleza,3,356.86,1070.59,False
T001550,Hotel Local,São Paulo,2,404.47,808.93,False
T001551,Accor,Vitória da Conquista,1,242.15,242.15,False
T001553,Accor,São Paulo,2,429.6,859.2,False
T001554,Hotel Local,Rio de Janeiro,3,308.55,925.66,False
T001555,Transamerica,Feira de Santana,1,192.27,192.27,False
T001556,Hotel Local,Vitória da Conquista,3,234.86,704.57,False
T001557,Accor,São Paulo,3,395.13,1185.4,False
T001558,Rede Nacional,Feira de Santana,2,231.87,463.73,False
T001559,Hotel Local,Brasília,1,335.31,335.31,False
T001560,Accor,Recife,3,262.59,787.76,False
T001561,Intercity,Sao Paulo,3,410.26,1230.79,False
T001562,Transamerica,Belo Horizonte,6,352.62,2115.73,False
T001563,Accor,Porto Alegre,2,322.63,645.25,False
T001564,Transamerica,São Paulo,2,399.42,798.84,False
T001565,Accor,Brasília,1,330.54,330.54,False
T001566,Hotel Local,Campinas,8,351.14,2809.11,False
T001568,Hotel Local,Porto Alegre,2,301.95,603.9,False
T001569,,Feira de Santana,1,215.39,215.39,False
T001571,Hotel Local,Campinas,3,363.76,1091.27,False
T001572,Rede Nacional,Brasília,1,333.83,333.83,False
T001573,Rede Nacional,Porto Alegre,1,276.06,276.06,False
T001574,Hotel Local,Belo Horizonte,4,224.73,898.93,False
T001576,Rede Nacional,Rio de Janeiro,1,311.02,311.02,False
T001577,Hotel Local,Rio de Janeiro,2,262.98,525.97,False
T001578,Hotel Local,Ilhéus,2,251.84,503.68,False
T001579,Hotel Local,São Paulo,3,454.69,1364.08,False
T001581,Rede Nacional,Campinas,3,359.49,1078.47,False
T001582,Hotel Local,São Paulo,3,327.36,982.08,False
T001583,Hotel Local,São Paulo,4,419.34,1677.35,False
T001584,Transamerica,São Paulo,3,450.94,1352.83,False
T001585,Intercity,Feira de Santana,4,220.18,880.71,False
T001586,Hotel Local,Recife,2,267.75,535.51,False
T001588,Hotel Local,Fortaleza,1,264.35,264.35,False
T001589,Accor,Rio de Janeiro,2,581.42,1162.84,True
T001590,Accor,Vitória da Conquista,3,217.83,653.5,False
T001591,Intercity,São Paulo,2,376.33,752.66,False
T001592,Hotel Local,Recife,2,244.14,488.28,False
T001593,Intercity,Curitiba,2,252.2,504.4,False
T001594,Rede Nacional,Feira de Santana,2,197.87,395.74,False
T001595,Transamerica,São Paulo,5,538.09,2690.43,True
T001596,Hotel Local,São Paulo,4,406.28,1625.11,False
T001597,Accor,Manaus,5,588.6,2943.02,True
T001598,Transamerica,Brasília,2,451.48,902.95,True
T001599,Rede Nacional,Campinas,1,315.34,315.34,False
T001600,Hotel Local,São Paulo,4,469.58,1878.33,False
T001601,Hotel Local,Belo Horizonte,3,268.01,804.03,False
T001602,Hotel Local,Fortaleza,1,260.56,260.56,False
T001603,Rede Nacional,Recife,1,277.05,277.05,False
T001604,Rede Nacional,São Paulo,2,419.57,839.14,False
T001605,Hotel Local,Fortaleza,4,315.96,1263.84,False
T001607,Rede Nacional,Rio de Janeiro,2,330.88,661.75,False
T001608,Hotel Local,Rio de Janeiro,3,338.2,1014.6,False
T001609,Intercity,Feira de Santana,1,270.79,270.79,True
T001611,Hotel Local,Fortaleza,2,264.76,529.52,False
T001612,Transamerica,Ilhéus,2,313.82,627.63,True
T001613,Accor,Rio de Janeiro,2,315.05,630.09,False
T001614,Intercity,Recife,1,292.17,292.17,False
T001615,Hotel Local,São Paulo,2,349.69,699.39,False
T001618,Intercity,Vitória da Conquista,7,254.74,1783.19,False
T001619,Rede Nacional,Campinas,3,274.17,822.5,False
T001620,Transamerica,Recife,2,295.18,590.36,False
T001621,Rede Nacional,São Paulo,1,413.13,413.13,False
T001623,Rede Nacional,Fortaleza,2,239.61,479.23,False
T001624,Hotel Local,Rio de Janeiro,3,386.08,1158.24,False
T001625,Transamerica,Fortaleza,4,343.62,1374.49,False
T001626,Transamerica,Ilhéus,1,246.25,246.25,False
T001627,Accor,Manaus,2,420.12,840.23,False
T001629,Rede Nacional,Vitória da Conquista,2,208.05,416.1,False
T001630,Accor,São Paulo,5,464.31,2321.56,False
T001632,Rede Nacional,Brasília,4,293.17,1172.67,False
T001633,Hotel Local,São Paulo,6,266.91,1601.44,False
T001635,Accor,São Paulo,5,466.6,2333.02,False
T001636,Hotel Local,São Paulo,2,256.89,513.77,False
T001637,Hotel Local,Porto Alegre,1,310.1,310.1,False
T001638,Intercity,Aracaju,1,394.43,394.43,True
T001640,Hotel Local,Brasília,2,231.82,463.64,False
T001642,Hotel Local,São Paulo,6,359.01,2154.06,False
T001643,Accor,Campinas,8,472.44,3779.55,True
T001644,Accor,Feira de Santana,1,208.41,208.41,False
T001646,Hotel Local,Campinas,2,277.22,554.43,False
T001647,Intercity,Feira de Santana,1,177.57,177.57,False
T001650,Transamerica,Brasília,2,356.71,713.41,False
T001651,Hotel Local,Feira de Santana,3,271.96,815.87,False
T001653,Rede Nacional,São Paulo,3,376.73,1130.2,False
T001654,Intercity,Curitiba,3,286.41,859.23,False
T001655,Rede Nacional,Fortaleza,5,260.29,1301.47,False
T001656,Intercity,Brasília,1,436.52,436.52,False
T001657,Intercity,Belo Horizonte,4,298.73,1194.92,False
T001658,Hotel Local,Recife,2,269.64,539.29,False
T001660,Transamerica,São Paulo,5,483.81,2419.05,False
T001662,Hotel Local,São Paulo,4,428.62,1714.46,False
T001663,Transamerica,Belo Horizonte,6,408.01,2448.06,True
T001665,Accor,Aracaju,2,230.32,460.64,False
T001666,Hotel Local,São Paulo,2,391.47,782.94,False
T001667,Hotel Local,São Paulo,2,326.81,653.62,False
T001669,Intercity,Curitiba,4,386.37,1545.47,False
T001670,Rede Nacional,Rio de Janeiro,3,352.07,1056.21,False
T001671,Hotel Local,Brasília,1,334.41,334.41,False
T001672,Intercity,Rio de Janeiro,1,365.08,365.08,False
T001673,Hotel Local,São Paulo,4,363.58,1454.3,False
T001675,Hotel Local,Feira de Santana,2,182.49,364.98,False
T001676,Accor,São Paulo,3,447.78,1343.33,False
T001677,Intercity,Brasília,1,319.62,319.62,False
T001680,Accor,Curitiba,3,318.57,955.71,False
T001681,Accor,Feira de Santana,3,201.63,604.9,False
T001682,Hotel Local,Recife,2,276.86,553.72,False
T001684,Rede Nacional,Feira de Santana,6,232.72,1396.35,False
T001685,Hotel Local,Rio de Janeiro,3,284.51,853.52,False
T001686,Hotel Local,Aracaju,4,189.28,757.13,False
T001689,Rede Nacional,São Paulo,3,464.21,1392.64,False
T001690,Accor,Brasília,4,355.32,1421.29,False
T001691,Accor,Fortaleza,4,389.02,1556.06,True
T001692,Rede Nacional,Vitória da Conquista,2,230.45,460.89,False
T001694,Transamerica,Fortaleza,1,270.78,270.78,False
T001695,Hotel Local,São Paulo,3,353.0,1058.99,False
T001696,Hotel Local,São Paulo,6,498.17,2988.99,True
T001698,Hotel Local,Feira de Santana,3,314.52,943.55,True
T001699,Hotel Local,Porto Alegre,5,366.61,1833.03,False
T001700,Hotel Local,Rio de Janeiro,3,402.58,1207.75,False
