despesa_id,viagem_id,categoria,valor,data_despesa,reembolsavel
E0004780,T001561,Alimentação,383.36,2024-03-21,True
E0004781,T001561,Transporte terrestre,429.38,2024-03-21,True
E0004782,T001561,Ajuste de reembolso,14.49,2024-04-03,False
E0004783,T001562,Alimentação,984.61,2025-05-22,True
E0004784,T001562,Transporte terrestre,491.96,2025-05-22,True
E0004785,T001562,Outros,187.82,2025-05-22,True
E0004786,T001562,Ajuste de reembolso,17.79,2025-06-10,False
E0004787,T001563,Alimentação,188.73,2025-02-19,True
E0004788,T001563,Transporte terrestre,126.78,2025-02-19,True
E0004789,T001563,Ajuste de reembolso,-24.79,2025-03-04,False
E0004790,T001564,Alimentação,397.69,2025-06-13,True
E0004791,T001564,Transporte terrestre,256.65,2025-06-13,True
E0004792,T001564,Ajuste de reembolso,-17.87,2025-06-23,False
E0004793,T001565,Alimentação,116.15,2025-10-01,True
E0004794,T001565,Transporte terrestre,113.38,2025-10-01,True
E0004795,T001565,Ajuste de reembolso,34.14,2025-10-07,False
E0004796,T001566,Alimentação,1132.67,2025-01-25,True
E0004797,T001566,Transporte terrestre,451.19,2025-01-25,True
E0004798,T001566,Ajuste de reembolso,16.81,2025-02-13,False
E0004799,T001567,Alimentação,116.25,2024-10-14,True
E0004800,T001567,Transporte terrestre,61.71,2024-10-14,True
E0004801,T001567,Ajuste de reembolso,-19.46,2024-10-31,False
E0004802,T001568,Alimentação,337.36,2025-10-10,True
E0004803,T001568,Transporte terrestre,152.1,2025-10-10,True
E0004804,T001568,Ajuste de reembolso,-5.32,2025-10-24,False
E0004805,T001569,Alimentação,180.34,2024-12-12,True
E0004806,T001569,Transporte terrestre,144.5,2024-12-12,True
E0004807,T001569,Outros,181.08,2024-12-12,True
E0004808,T001569,Ajuste de reembolso,35.34,2024-12-16,False
E0004809,T001570,Alimentação,105.69,2025-09-02,True
E0004810,T001570,Transporte terrestre,80.37,2025-09-02,True
E0004811,T001570,Ajuste de reembolso,-10.96,2025-09-19,False
E0004812,T001571,Alimentação,715.43,2025-10-24,True
E0004813,T001571,Transporte terrestre,228.23,2025-10-24,True
E0004814,T001571,Ajuste de reembolso,6.28,2025-11-05,False
E0004815,T001572,Alimentação,180.97,2025-10-23,True
E0004816,T001572,Transporte terrestre,111.12,2025-10-23,True
E0004817,T001572,Ajuste de reembolso,4.37,2025-11-09,False
E0004818,T001573,Alimentação,164.93,2024-06-06,True
E0004819,T001573,Transporte terrestre,138.54,2024-06-06,True
E0004820,T001573,Ajuste de reembolso,35.98,2024-06-22,False
E0004821,T001574,Alimentação,487.72,2025-06-26,True
E0004822,T001574,Transporte terrestre,363.61,2025-06-26,True
E0004823,T001574,Ajuste de reembolso,38.68,2025-07-09,False
E0004824,T001575,Alimentação,54.45,2024-03-08,True
E0004825,T001575,Transporte terrestre,48.92,2024-03-08,True
E0004826,T001575,Outros,158.16,2024-03-08,True
E0004827,T001575,Ajuste de reembolso,14.59,2024-03-19,False
E0004828,T001576,Alimentação,200.88,2024-10-10,True
E0004829,T001576,Transporte terrestre,184.25,2024-10-10,True
E0004830,T001576,Pedágio,165.08,2024-10-10,True
E0004831,T001576,Ajuste de reembolso,12.43,2024-10-18,False
E0004832,T001577,Alimentação,378.15,2025-05-04,True
E0004833,T001577,Transporte terrestre,187.2,2025-05-04,True
E0004834,T001577,Ajuste de reembolso,-23.45,2025-05-11,False
E0004835,T001578,Alimentação,337.81,2025-09-04,True
E0004836,T001578,Transporte terrestre,145.82,2025-09-04,True
E0004837,T001578,Ajuste de reembolso,17.15,2025-09-21,False
E0004838,T001579,Alimentação,801.42,2025-05-04,True
E0004839,T001579,Transporte terrestre,376.73,2025-05-04,True
E0004840,T001579,Ajuste de reembolso,21.36,2025-05-09,False
E0004841,T001581,Alimentação,261.15,2024-10-19,True
E0004842,T001581,Transporte terrestre,262.92,2024-10-19,True
E0004843,T001581,Ajuste de reembolso,-0.59,2024-10-23,False
E0004844,T001582,Alimentação,308.96,2025-06-08,True
E0004845,T001582,Transporte terrestre,398.31,2025-06-08,True
E0004846,T001582,Ajuste de reembolso,-13.29,2025-06-14,False
E0004847,T001583,Alimentação,479.23,2025-09-04,True
E0004848,T001583,Transporte terrestre,524.54,2025-09-04,True
E0004849,T001583,Ajuste de reembolso,24.7,2025-09-12,False
E0004850,T001584,Alimentação,460.03,2024-09-20,True
E0004851,T001584,Transporte terrestre,277.17,2024-09-20,True
E0004852,T001584,Taxa,45.66,2024-09-20,True
E0004853,T001584,Ajuste de reembolso,26.82,2024-10-01,False
E0004854,T001585,Alimentação,279.17,2025-05-03,True
E0004855,T001585,Transporte terrestre,315.4,2025-05-03,True
E0004856,T001585,Estacionamento,117.29,2025-05-03,True
E0004857,T001585,Ajuste de reembolso,43.89,2025-05-08,False
E0004858,T001586,Alimentação,337.7,2024-03-07,True
E0004859,T001586,Transporte terrestre,171.66,2024-03-07,True
E0004860,T001586,Ajuste de reembolso,25.84,2024-03-16,False
E0004861,T001587,Alimentação,96.38,2025-04-17,True
E0004862,T001587,Transporte terrestre,47.68,2025-04-17,True
E0004863,T001587,Ajuste de reembolso,17.86,2025-04-28,False
E0004864,T001588,Alimentação,98.92,2024-07-14,True
E0004865,T001588,Transporte terrestre,127.43,2024-07-14,True
E0004866,T001588,Outros,236.24,2024-07-14,True
E0004867,T001588,Ajuste de reembolso,-7.42,2024-07-28,False
E0004868,T001589,Alimentação,293.57,2024-10-04,True
E0004869,T001589,Transporte terrestre,264.39,2024-10-04,True
E0004870,T001589,Outros,183.93,2024-10-04,True
E0004871,T001589,Ajuste de reembolso,34.45,2024-10-17,False
E0004872,T001590,Alimentação,293.04,2025-05-17,True
E0004873,T001590,Transporte terrestre,197.05,2025-05-17,True
E0004874,T001590,Ajuste de reembolso,-10.61,2025-05-28,False
E0004875,T001591,Alimentação,243.67,2024-07-27,True
E0004876,T001591,Transporte terrestre,232.79,2024-07-27,True
E0004877,T001591,Ajuste de reembolso,19.15,2024-08-10,False
E0004878,T001592,Alimentação,364.06,2024-03-29,True
E0004879,T001592,Transporte terrestre,139.53,2024-03-29,True
E0004880,T001592,Ajuste de reembolso,35.33,2024-04-09,False
E0004881,T001593,Alimentação,293.52,2025-11-08,True
E0004882,T001593,Transporte terrestre,187.38,2025-11-08,True
E0004883,T001593,Ajuste de reembolso,44.54,2025-11-19,False
E0004884,T001594,Alimentação,202.14,2025-09-19,True
E0004885,T001594,Transporte terrestre,129.12,2025-09-19,True
E0004886,T001594,Taxa,256.75,2025-09-19,True
E0004887,T001594,Ajuste de reembolso,24.99,2025-10-05,False
E0004888,T001595,Alimentação,629.15,2025-06-20,True
E0004889,T001595,Transporte terrestre,446.04,2025-06-20,True
E0004890,T001595,Ajuste de reembolso,13.45,2025-07-07,False
E0004891,T001596,Alimentação,448.99,2025-05-22,True
E0004892,T001596,Transporte terrestre,350.17,2025-05-22,True
E0004893,T001596,Ajuste de reembolso,24.01,2025-06-04,False
E0004894,T001597,Alimentação,743.76,2024-06-28,True
E0004895,T001597,Transporte terrestre,342.3,2024-06-28,True
E0004896,T001597,Ajuste de reembolso,36.31,2024-07-09,False
E0004897,T001598,Alimentação,373.56,2024-09-18,True
E0004898,T001598,Transporte terrestre,134.71,2024-09-18,True
E0004899,T001598,Ajuste de reembolso,28.64,2024-10-05,False
E0004900,T001599,Alimentação,180.79,2025-04-19,True
E0004901,T001599,Transporte terrestre,137.18,2025-04-19,True
E0004902,T001599,Ajuste de reembolso,16.7,2025-04-24,False
E0004903,T001600,Alimentação,783.17,2024-09-19,True
E0004904,T001600,Transporte terrestre,482.26,2024-09-19,True
E0004905,T001600,Ajuste de reembolso,27.97,2024-09-30,False
E0004906,T001601,Alimentação,517.67,2024-01-08,True
E0004907,T001601,Transporte terrestre,185.56,2024-01-08,True
E0004908,T001601,Outros,236.59,2024-01-08,True
E0004909,T001601,Ajuste de reembolso,11.08,2024-01-17,False
E0004910,T001602,Alimentação,98.86,2025-11-21,True
E0004911,T001602,Transporte terrestre,91.01,2025-11-21,True
E0004912,T001602,Ajuste de reembolso,25.53,2025-11-25,False
E0004913,T001603,Alimentação,293.05,2024-08-04,True
E0004914,T001603,Transporte terrestre,117.11,2024-08-04,True
E0004915,T001603,Outros,126.11,2024-08-04,True
E0004916,T001603,Ajuste de reembolso,28.19,2024-08-10,False
E0004917,T001604,Alimentação,348.04,2024-01-19,True
E0004918,T001604,Transporte terrestre,225.53,2024-01-19,True
E0004919,T001604,Ajuste de reembolso,43.82,2024-01-28,False
E0004920,T001605,Alimentação,519.88,2024-08-09,True
E0004921,T001605,Transporte terrestre,337.74,2024-08-09,True
E0004922,T001605,Ajuste de reembolso,-12.2,2024-08-21,False
E0004923,T001607,Alimentação,265.92,2025-06-26,True
E0004924,T001607,Transporte terrestre,312.07,2025-06-26,True
E0004925,T001607,Ajuste de reembolso,6.12,2025-07-08,False
E0004926,T001608,Alimentação,195.67,2025-11-28,True
E0004927,T001608,Transporte terrestre,403.08,2025-11-28,True
E0004928,T001608,Ajuste de reembolso,-10.0,2025-12-13,False
E0004929,T001609,Alimentação,110.26,2025-10-31,True
E0004930,T001609,Transporte terrestre,126.99,2025-10-31,True
E0004931,T001609,Ajuste de reembolso,17.42,2025-11-19,False
E0004932,T001610,Alimentação,98.59,2024-03-29,True
E0004933,T001610,Transporte terrestre,66.11,2024-03-29,True
E0004934,T001610,Taxa,169.91,2024-03-29,True
E0004935,T001610,Ajuste de reembolso,-20.2,2024-04-07,False
E0004936,T001611,Alimentação,252.39,2024-03-10,True
E0004937,T001611,Transporte terrestre,170.7,2024-03-10,True
E0004938,T001611,Taxa,76.28,2024-03-10,True
E0004939,T001611,Ajuste de reembolso,-21.64,2024-03-25,False
E0004940,T001612,Alimentação,311.96,2024-12-17,True
E0004941,T001612,Transporte terrestre,176.54,2024-12-17,True
E0004942,T001612,Ajuste de reembolso,37.23,2024-12-28,False
E0004943,T001613,Alimentação,265.95,2025-07-14,True
E0004944,T001613,Transporte terrestre,261.13,2025-07-14,True
E0004945,T001613,Ajuste de reembolso,11.72,2025-07-30,False
E0004946,T001614,Alimentação,95.04,2025-09-25,True
E0004947,T001614,Transporte terrestre,119.09,2025-09-25,True
E0004948,T001614,Ajuste de reembolso,20.43,2025-09-30,False
E0004949,T001615,Alimentação,347.12,2025-09-30,True
E0004950,T001615,Transporte terrestre,182.08,2025-09-30,True
E0004951,T001615,Ajuste de reembolso,34.56,2025-10-09,False
E0004952,T001616,Alimentação,72.56,2025-05-31,True
E0004953,T001616,Transporte terrestre,66.74,2025-05-31,True
E0004954,T001616,Ajuste de reembolso,12.57,2025-06-10,False
E0004955,T001617,Alimentação,57.88,2025-03-24,True
E0004956,T001617,Transporte terrestre,49.96,2025-03-24,True
E0004957,T001617,Ajuste de reembolso,16.97,2025-04-02,False
E0004958,T001618,Alimentação,645.53,2025-06-04,True
E0004959,T001618,Transporte terrestre,549.66,2025-06-04,True
E0004960,T001618,Taxa,98.32,2025-06-04,True
E0004961,T001618,Ajuste de reembolso,31.16,2025-06-19,False
E0004962,T001619,Alimentação,307.25,2024-11-08,True
E0004963,T001619,Transporte terrestre,257.64,2024-11-08,True
E0004964,T001619,Taxa,84.99,2024-11-08,True
E0004965,T001619,Ajuste de reembolso,44.1,2024-11-26,False
E0004966,T001620,Alimentação,320.85,2024-06-14,True
E0004967,T001620,Transporte terrestre,154.27,2024-06-14,True
E0004968,T001620,Ajuste de reembolso,-7.83,2024-07-05,False
E0004969,T001621,Alimentação,333.88,2024-01-28,True
E0004970,T001621,Transporte terrestre,202.73,2024-01-28,True
E0004971,T001621,Ajuste de reembolso,-13.11,2024-02-08,False
E0004972,T001622,Alimentação,129.99,2025-11-01,True
E0004973,T001622,Transporte terrestre,51.91,2025-11-01,True
E0004974,T001622,Ajuste de reembolso,-20.23,2025-11-06,False
E0004975,T001623,Alimentação,340.92,2024-12-02,True
E0004976,T001623,Transporte terrestre,189.01,2024-12-02,True
E0004977,T001623,Taxa,84.44,2024-12-02,True
E0004978,T001623,Ajuste de reembolso,-24.32,2024-12-09,False
E0004979,T001624,Alimentação,617.37,2025-03-23,True
E0004980,T001624,Transporte terrestre,398.74,2025-03-23,True
E0004981,T001624,Ajuste de reembolso,3.58,2025-04-02,False
E0004982,T001625,Alimentação,344.74,2025-06-05,True
E0004983,T001625,Transporte terrestre,347.5,2025-06-05,True
E0004984,T001625,Outros,105.33,2025-06-05,True
E0004985,T001625,Ajuste de reembolso,-23.77,2025-06-14,False
E0004986,T001626,Alimentação,274.02,2024-08-26,True
E0004987,T001626,Transporte terrestre,130.07,2024-08-26,True
E0004988,T001626,Ajuste de reembolso,26.81,2024-09-08,False
E0004989,T001627,Alimentação,546.8,2024-02-05,True
E0004990,T001627,Transporte terrestre,163.47,2024-02-05,True
E0004991,T001627,Ajuste de reembolso,-7.35,2024-02-14,False
E0004992,T001629,Alimentação,269.66,2025-08-08,True
E0004993,T001629,Transporte terrestre,141.37,2025-08-08,True
E0004994,T001629,Ajuste de reembolso,28.26,2025-08-23,False
E0004995,T001630,Alimentação,383.57,2024-11-01,True
E0004996,T001630,Transporte terrestre,383.01,2024-11-01,True
E0004997,T001630,Taxa,119.53,2024-11-01,True
E0004998,T001630,Ajuste de reembolso,-23.07,2024-11-07,False
E0004999,T001631,Alimentação,102.34,2024-05-26,True
E0005000,T001631,Transporte terrestre,79.36,2024-05-26,True
E0005001,T001631,Ajuste de reembolso,35.3,2024-05-31,False
E0005002,T001632,Alimentação,560.09,2025-10-28,True
E0005003,T001632,Transporte terrestre,226.3,2025-10-28,True
E0005004,T001632,Ajuste de reembolso,8.17,2025-11-02,False
E0005005,T001633,Alimentação,469.49,2025-08-19,True
E0005006,T001633,Transporte terrestre,526.9,2025-08-19,True
E0005007,T001633,Ajuste de reembolso,6.53,2025-08-27,False
E0005008,T001635,Alimentação,478.04,2025-04-03,True
E0005009,T001635,Transporte terrestre,591.39,2025-04-03,True
E0005010,T001635,Outros,117.36,2025-04-03,True
E0005011,T001635,Ajuste de reembolso,21.64,2025-04-11,False
E0005012,T001636,Alimentação,262.7,2024-11-05,True
E0005013,T001636,Transporte terrestre,320.69,2024-11-05,True
E0005014,T001636,Ajuste de reembolso,-0.89,2024-11-13,False
E0005015,T001637,Alimentação,257.51,2024-10-21,True
E0005016,T001637,Transporte terrestre,122.65,2024-10-21,True
E0005017,T001637,Pedágio,37.89,2024-10-21,True
E0005018,T001637,Ajuste de reembolso,2.37,2024-10-29,False
E0005019,T001638,Alimentação,238.53,2025-05-17,True
E0005020,T001638,Transporte terrestre,99.23,2025-05-17,True
E0005021,T001638,Ajuste de reembolso,-15.51,2025-05-24,False
E0005022,T001640,Alimentação,255.18,2025-10-24,True
E0005023,T001640,Transporte terrestre,175.35,2025-10-24,True
E0005024,T001640,Ajuste de reembolso,-15.68,2025-11-09,False
E0005025,T001641,Alimentação,104.53,2024-12-05,True
E0005026,T001641,Transporte terrestre,75.37,2024-12-05,True
E0005027,T001641,Ajuste de reembolso,-23.12,2024-12-21,False
E0005028,T001642,Alimentação,596.19,2024-06-28,True
E0005029,T001642,Transporte terrestre,659.17,2024-06-28,True
E0005030,T001642,Outros,95.1,2024-06-28,True
E0005031,T001642,Ajuste de reembolso,11.26,2024-07-11,False
E0005032,T001643,Alimentação,500.1,2024-03-06,True
E0005033,T001643,Transporte terrestre,500.21,2024-03-06,True
E0005034,T001643,Pedágio,120.84,2024-03-06,True
E0005035,T001643,Ajuste de reembolso,-19.04,2024-03-21,False
E0005036,T001644,Alimentação,196.84,2024-05-26,True
E0005037,T001644,Transporte terrestre,124.23,2024-05-26,True
E0005038,T001644,Ajuste de reembolso,19.91,2024-05-30,False
E0005039,T001645,Alimentação,128.29,2024-03-02,True
E0005040,T001645,Transporte terrestre,70.95,2024-03-02,True
E0005041,T001645,Ajuste de reembolso,14.42,2024-03-16,False
E0005042,T001646,Alimentação,234.33,2024-06-23,True
E0005043,T001646,Transporte terrestre,205.1,2024-06-23,True
E0005044,T001646,Ajuste de reembolso,-10.52,2024-06-29,False
E0005045,T001647,Alimentação,233.3,2024-01-02,True
E0005046,T001647,Transporte terrestre,132.7,2024-01-02,True
E0005047,T001647,Ajuste de reembolso,27.0,2024-01-16,False
E0005048,T001648,Alimentação,146.54,2025-04-26,True
E0005049,T001648,Transporte terrestre,62.97,2025-04-26,True
E0005050,T001648,Ajuste de reembolso,-13.31,2025-05-01,False
E0005051,T001650,Alimentação,281.84,2024-09-26,True
E0005052,T001650,Transporte terrestre,212.21,2024-09-26,True
E0005053,T001650,Ajuste de reembolso,-8.5,2024-10-02,False
E0005054,T001651,Alimentação,494.17,2024-01-17,True
E0005055,T001651,Transporte terrestre,239.01,2024-01-17,True
E0005056,T001651,Ajuste de reembolso,41.72,2024-01-26,False
E0005057,T001652,Alimentação,145.95,2024-09-09,True
E0005058,T001652,Transporte terrestre,76.28,2024-09-09,True
E0005059,T001652,Ajuste de reembolso,21.95,2024-09-15,False
E0005060,T001653,Alimentação,374.66,2025-02-16,True
E0005061,T001653,Transporte terrestre,316.43,2025-02-16,True
E0005062,T001653,Ajuste de reembolso,-8.18,2025-02-21,False
E0005063,T001654,Alimentação,293.39,2025-07-14,True
E0005064,T001654,Transporte terrestre,200.15,2025-07-14,True
E0005065,T001654,Ajuste de reembolso,9.28,2025-07-18,False
E0005066,T001655,Alimentação,469.75,2024-07-18,True
E0005067,T001655,Transporte terrestre,369.57,2024-07-18,True
E0005068,T001655,Ajuste de reembolso,-14.59,2024-08-02,False
E0005069,T001656,Alimentação,273.62,2024-03-20,True
E0005070,T001656,Transporte terrestre,95.38,2024-03-20,True
E0005071,T001656,Ajuste de reembolso,15.21,2024-03-29,False
E0005072,T001657,Alimentação,515.92,2024-04-25,True
E0005073,T001657,Transporte terrestre,279.2,2024-04-25,True
E0005074,T001657,Ajuste de reembolso,41.36,2024-05-05,False
E0005075,T001658,Alimentação,266.45,2025-09-14,True
E0005076,T001658,Transporte terrestre,198.85,2025-09-14,True
E0005077,T001658,Ajuste de reembolso,36.01,2025-09-23,False
E0005078,T001660,Alimentação,567.32,2025-04-28,True
E0005079,T001660,Transporte terrestre,405.14,2025-04-28,True
E0005080,T001660,Estacionamento,85.75,2025-04-28,True
E0005081,T001660,Ajuste de reembolso,-0.95,2025-05-10,False
E0005082,T001661,Alimentação,89.45,2025-01-22,True
E0005083,T001661,Transporte terrestre,44.43,2025-01-22,True
E0005084,T001661,Ajuste de reembolso,25.99,2025-01-24,False
E0005085,T001662,Alimentação,318.73,2025-04-08,True
E0005086,T001662,Transporte terrestre,344.8,2025-04-08,True
E0005087,T001662,Taxa,146.71,2025-04-08,True
E0005088,T001662,Ajuste de reembolso,-18.33,2025-04-16,False
E0005089,T001663,Alimentação,741.59,2025-03-03,True
E0005090,T001663,Transporte terrestre,402.27,2025-03-03,True
E0005091,T001663,Ajuste de reembolso,-13.71,2025-03-18,False
E0005092,T001664,Alimentação,102.78,2025-05-20,True
E0005093,T001664,Transporte terrestre,60.68,2025-05-20,True
E0005094,T001664,Ajuste de reembolso,27.59,2025-06-03,False
E0005095,T001665,Alimentação,428.23,2024-07-18,True
E0005096,T001665,Transporte terrestre,126.13,2024-07-18,True
E0005097,T001665,Outros,118.66,2024-07-18,True
E0005098,T001665,Ajuste de reembolso,22.47,2024-07-21,False
E0005099,T001666,Alimentação,326.33,2024-04-26,True
E0005100,T001666,Transporte terrestre,252.34,2024-04-26,True
E0005101,T001666,Ajuste de reembolso,1.53,2024-05-03,False
E0005102,T001667,Alimentação,134.75,2024-08-04,True
E0005103,T001667,Transporte terrestre,187.28,2024-08-04,True
E0005104,T001667,Outros,62.36,2024-08-04,True
E0005105,T001667,Ajuste de reembolso,39.51,2024-08-11,False
E0005106,T001668,Alimentação,135.1,2024-07-18,True
E0005107,T001668,Transporte terrestre,52.98,2024-07-18,True
E0005108,T001668,Ajuste de reembolso,35.54,2024-07-31,False
E0005109,T001669,Alimentação,622.17,2025-10-05,True
E0005110,T001669,Transporte terrestre,254.77,2025-10-05,True
E0005111,T001669,Pedágio,214.41,2025-10-05,True
E0005112,T001669,Ajuste de reembolso,44.08,2025-10-16,False
E0005113,T001670,Alimentação,391.47,2024-07-18,True
E0005114,T001670,Transporte terrestre,266.58,2024-07-18,True
E0005115,T001670,Ajuste de reembolso,13.01,2024-07-27,False
E0005116,T001671,Alimentação,277.26,2025-02-21,True
E0005117,T001671,Transporte terrestre,96.07,2025-02-21,True
E0005118,T001671,Pedágio,98.76,2025-02-21,True
E0005119,T001671,Ajuste de reembolso,9.24,2025-03-05,False
E0005120,T001672,Alimentação,161.52,2024-04-28,True
E0005121,T001672,Transporte terrestre,142.84,2024-04-28,True
E0005122,T001672,Ajuste de reembolso,43.87,2024-04-30,False
E0005123,T001673,Alimentação,591.04,2025-04-07,True
E0005124,T001673,Transporte terrestre,525.41,2025-04-07,True
E0005125,T001673,Ajuste de reembolso,37.38,2025-04-12,False
E0005126,T001674,Alimentação,140.3,2025-06-04,True
E0005127,T001674,Transporte terrestre,55.83,2025-06-04,True
E0005128,T001674,Taxa,266.0,2025-06-04,True
E0005129,T001674,Ajuste de reembolso,-17.09,2025-06-18,False
E0005130,T001675,Alimentação,143.26,2025-01-11,True
E0005131,T001675,Transporte terrestre,179.7,2025-01-11,True
E0005132,T001675,Ajuste de reembolso,39.57,2025-01-22,False
E0005133,T001676,Alimentação,424.42,2024-09-22,True
E0005134,T001676,Transporte terrestre,335.47,2024-09-22,True
E0005135,T001676,Ajuste de reembolso,34.97,2024-10-04,False
E0005136,T001677,Alimentação,259.86,2025-05-07,True
E0005137,T001677,Transporte terrestre,97.48,2025-05-07,True
E0005138,T001677,Ajuste de reembolso,-24.29,2025-05-21,False
E0005139,T001678,Alimentação,92.97,2025-11-28,True
E0005140,T001678,Transporte terrestre,82.45,2025-11-28,True
E0005141,T001678,Ajuste de reembolso,16.11,2025-12-10,False
E0005142,T001680,Alimentação,336.6,2024-03-03,True
E0005143,T001680,Transporte terrestre,231.0,2024-03-03,True
E0005144,T001680,Outros,123.61,2024-03-03,True
E0005145,T001680,Ajuste de reembolso,-10.68,2024-03-17,False
E0005146,T001681,Alimentação,481.39,2025-09-30,True
E0005147,T001681,Transporte terrestre,290.29,2025-09-30,True
E0005148,T001681,Ajuste de reembolso,-16.39,2025-10-12,False
E0005149,T001682,Alimentação,373.24,2024-11-06,True
E0005150,T001682,Transporte terrestre,164.95,2024-11-06,True
E0005151,T001682,Ajuste de reembolso,-12.14,2024-11-14,False
E0005152,T001683,Alimentação,76.57,2024-05-14,True
E0005153,T001683,Transporte terrestre,83.14,2024-05-14,True
E0005154,T001683,Ajuste de reembolso,0.04,2024-05-25,False
E0005155,T001684,Alimentação,552.73,2024-07-09,True
E0005156,T001684,Transporte terrestre,507.59,2024-07-09,True
E0005157,T001684,Ajuste de reembolso,-5.19,2024-07-17,False
E0005158,T001685,Alimentação,449.83,2024-10-09,True
E0005159,T001685,Transporte terrestre,336.43,2024-10-09,True
E0005160,T001685,Pedágio,114.65,2024-10-09,True
E0005161,T001685,Ajuste de reembolso,26.34,2024-10-21,False
E0005162,T001686,Alimentação,582.57,2024-05-31,True
E0005163,T001686,Transporte terrestre,337.37,2024-05-31,True
E0005164,T001686,Ajuste de reembolso,24.99,2024-06-05,False
E0005165,T001688,Alimentação,86.98,2025-03-16,True
E0005166,T001688,Transporte terrestre,92.32,2025-03-16,True
E0005167,T001688,Ajuste de reembolso,-0.97,2025-03-22,False
E0005168,T001689,Alimentação,538.02,2025-03-28,True
E0005169,T001689,Transporte terrestre,391.56,2025-03-28,True
E0005170,T001689,Ajuste de reembolso,2.69,2025-04-05,False
E0005171,T001690,Alimentação,580.08,2024-04-04,True
E0005172,T001690,Transporte terrestre,259.42,2024-04-04,True
E0005173,T001690,Ajuste de reembolso,35.64,2024-04-19,False
E0005174,T001691,Alimentação,481.65,2024-03-25,True
E0005175,T001691,Transporte terrestre,219.05,2024-03-25,True
E0005176,T001691,Ajuste de reembolso,44.35,2024-04-01,False
E0005177,T001692,Alimentação,454.42,2025-09-25,True
E0005178,T001692,Transporte terrestre,143.81,2025-09-25,True
E0005179,T001692,Ajuste de reembolso,-20.34,2025-10-02,False
E0005180,T001693,Alimentação,112.26,2025-11-18,True
E0005181,T001693,Transporte terrestre,62.6,2025-11-18,True
E0005182,T001693,Ajuste de reembolso,30.97,2025-12-02,False
E0005183,T001694,Alimentação,151.87,2024-10-29,True
E0005184,T001694,Transporte terrestre,92.65,2024-10-29,True
E0005185,T001694,Ajuste de reembolso,17.12,2024-11-12,False
E0005186,T001695,Alimentação,376.95,2024-03-18,True
E0005187,T001695,Transporte terrestre,427.66,2024-03-18,True
E0005188,T001695,Ajuste de reembolso,-6.8,2024-03-29,False
E0005189,T001696,Alimentação,1000.67,2024-08-13,True
E0005190,T001696,Transporte terrestre,466.55,2024-08-13,True
E0005191,T001696,Ajuste de reembolso,-9.23,2024-08-28,False
E0005192,T001697,Alimentação,122.7,2024-09-21,True
E0005193,T001697,Transporte terrestre,69.5,2024-09-21,True
E0005194,T001697,Outros,255.4,2024-09-21,True
E0005195,T001697,Ajuste de reembolso,27.17,2024-09-30,False
E0005196,T001698,Alimentação,357.51,2025-04-17,True
E0005197,T001698,Transporte terrestre,213.89,2025-04-17,True
E0005198,T001698,Estacionamento,221.39,2025-04-17,True
E0005199,T001698,Ajuste de reembolso,4.25,2025-05-01,False
E0005200,T001699,Alimentação,287.88,2024-09-30,True
E0005201,T001699,Transporte terrestre,369.53,2024-09-30,True
E0005202,T001699,Pedágio,226.03,2024-09-30,True
E0005203,T001699,Ajuste de reembolso,24.66,2024-10-18,False
E0005204,T001700,Alimentação,293.17,2024-10-29,True
E0005205,T001700,Transporte terrestre,333.74,2024-10-29,True
E0005206,T001700,Ajuste de reembolso,38.64,2024-11-12,False
E0005207,T001701,Alimentação,466.82,2025-06-06,True
E0005208,T001701,Transporte terrestre,421.22,2025-06-06,True
E0005209,T001701,Ajuste de reembolso,-10.04,2025-06-14,False
E0005210,T001702,Alimentação,542.21,2024-09-12,True
E0005211,T001702,Transporte terrestre,295.74,2024-09-12,True
E0005212,T001702,Ajuste de reembolso,15.71,2024-09-22,False
E0005213,T001703,Alimentação,571.67,2024-10-22,True
E0005214,T001703,Transporte terrestre,275.11,2024-10-22,True
E0005215,T001703,Ajuste de reembolso,37.53,2024-10-31,False
E0005216,T001704,Alimentação,174.11,2024-09-21,True
E0005217,T001704,Transporte terrestre,115.84,2024-09-21,True
E0005218,T001704,Ajuste de reembolso,8.11,2024-10-02,False
E0005219,T001705,Alimentação,148.5,2025-11-15,True
E0005220,T001705,Transporte terrestre,165.07,2025-11-15,True
E0005221,T001705,Ajuste de reembolso,-17.25,2025-11-26,False
E0005222,T001706,Alimentação,421.01,2024-03-26,True
E0005223,T001706,Transporte terrestre,400.88,2024-03-26,True
E0005224,T001706,Ajuste de reembolso,3.28,2024-03-30,False
E0005225,T001707,Alimentação,796.42,2025-10-27,True
E0005226,T001707,Transporte terrestre,510.71,2025-10-27,True
E0005227,T001707,Ajuste de reembolso,-7.15,2025-11-07,False
E0005228,T001708,Alimentação,955.53,2025-12-15,True
E0005229,T001708,Transporte terrestre,210.56,2025-12-15,True
E0005230,T001708,Estacionamento,42.73,2025-12-15,True
E0005231,T001708,Ajuste de reembolso,10.9,2025-12-23,False
E0005232,T001709,Alimentação,424.52,2025-06-13,True
E0005233,T001709,Transporte terrestre,315.64,2025-06-13,True
E0005234,T001709,Ajuste de reembolso,30.5,2025-06-26,False
E0005235,T001710,Alimentação,555.66,2025-11-09,True
E0005236,T001710,Transporte terrestre,192.16,2025-11-09,True
E0005237,T001710,Ajuste de reembolso,6.79,2025-11-27,False
