viagem_id,companhia_aerea,rota,tarifa_base,taxa_remarcacao,taxa_cancelamento,valor_aereo_realizado,antecedencia_dias,remarcada,cancelada
T000990,LATAM,Salvador - Rio de Janeiro,707.43,0.0,0.0,707.43,23,False,False
T000991,LATAM,Salvador - Brasília,1279.71,0.0,0.0,1279.71,5,False,False
T000992,Azul,Salvador - São Paulo,1844.75,0.0,0.0,1844.75,0,False,False
T000993,GOL,Salvador - São Paulo,1062.15,0.0,0.0,1062.15,14,False,False
T000994,LATAM,Salvador - Brasília,852.51,0.0,0.0,852.51,16,False,False
T000995,LATAM,Salvador - Curitiba,1045.97,0.0,0.0,1045.97,40,False,False
T000996,LATAM,Salvador - Vitória da Conquista,729.34,0.0,0.0,729.34,0,False,False
T000998,Azul,Salvador - Manaus,1530.45,0.0,0.0,1530.45,7,False,False
T000999,LATAM,Salvador - São Paulo,617.83,0.0,0.0,617.83,33,False,False
T001000,GOL,Salvador - Brasília,1741.99,0.0,0.0,1741.99,0,False,False
T001001,LATAM,Salvador - Campinas,1529.94,0.0,0.0,1529.94,0,False,False
T001002,Azul,Salvador - Rio de Janeiro,1017.35,0.0,0.0,1017.35,15,False,False
T001003,LATAM,Salvador - Porto Alegre,1341.53,350.71,0.0,1692.24,4,True,False
T001004,LATAM,Salvador - Rio de Janeiro,647.91,0.0,0.0,647.91,31,False,False
T001005,LATAM,Salvador - Curitiba,1288.23,0.0,0.0,1288.23,0,False,False
T001006,GOL,Salvador - Brasília,1223.7,0.0,0.0,1223.7,2,False,False
T001008,GOL,Salvador - Rio de Janeiro,1156.08,0.0,0.0,1156.08,3,False,False
T001009,GOL,Salvador - Manaus,1715.79,0.0,0.0,1715.79,0,False,False
T001010,GOL,Salvador - Recife,460.14,0.0,0.0,460.14,38,False,False
T001012,LATAM,Salvador - Aracaju,1274.64,0.0,0.0,1274.64,1,False,False
T001013,LATAM,Salvador - Vitória da Conquista,740.3,0.0,0.0,740.3,6,False,False
T001014,LATAM,Salvador - Recife,476.46,0.0,0.0,476.46,33,False,False
T001015,GOL,Salvador - São Paulo,1123.64,0.0,0.0,1123.64,5,False,False
T001016,GOL,Salvador - Porto Alegre,2595.3,0.0,0.0,2595.3,3,False,False
T001017,Azul,Salvador - São Paulo,1287.68,0.0,0.0,1287.68,4,False,False
T001018,GOL,Salvador - Curitiba,1241.18,0.0,173.54,173.54,5,False,True
T001019,GOL,Salvador - Rio de Janeiro,606.58,0.0,0.0,606.58,23,False,False
T001020,Azul,Salvador - São Paulo,1993.43,0.0,0.0,1993.43,18,False,False
T001021,Latam Airlines,Salvador - São Paulo,846.2,0.0,0.0,846.2,14,False,False
T001022,Azul,Salvador - São Paulo,2224.48,0.0,0.0,2224.48,0,False,False
T001023,GOL,Salvador - Brasília,800.56,0.0,0.0,800.56,17,False,False
T001024,Azul,Salvador - Rio de Janeiro,1013.84,0.0,0.0,1013.84,22,False,False
T001026,Azul,Salvador - Rio de Janeiro,601.9,0.0,0.0,601.9,24,False,False
T001027,GOL,Salvador - Brasília,752.48,0.0,0.0,752.48,5,False,False
T001028,GOL,Salvador - São Paulo,1135.9,0.0,0.0,1135.9,4,False,False
T001029,LATAM,Salvador - Curitiba,1088.48,0.0,0.0,1088.48,16,False,False
T001030,Azul,Salvador - Recife,323.5,0.0,0.0,323.5,30,False,False
T001031,LATAM,Salvador - Curitiba,2098.87,0.0,0.0,2098.87,3,False,False
T001032,GOL,Salvador - Fortaleza,577.31,0.0,0.0,577.31,6,False,False
T001033,Azul,Salvador - Belo Horizonte,962.63,131.71,0.0,1094.34,15,True,False
T001034,GOL,Salvador - Recife,487.72,0.0,84.21,84.21,22,False,True
T001035,LATAM,Salvador - São Paulo,1628.73,0.0,0.0,1628.73,3,False,False
T001036,Azul,Salvador - São Paulo,1038.56,0.0,0.0,1038.56,11,False,False
T001037,GOL,Salvador - Ilhéus,304.56,0.0,0.0,304.56,21,False,False
T001038,GOL,Salvador - Manaus,2026.11,0.0,0.0,2026.11,2,False,False
T001039,Azul,Salvador - Fortaleza,795.91,196.2,0.0,992.11,4,True,False
T001040,GOL,Salvador - São Paulo,717.24,0.0,0.0,717.24,26,False,False
T001041,LATAM,Salvador - São Paulo,1718.98,378.17,0.0,2097.15,1,True,False
T001043,LATAM,Salvador - Rio de Janeiro,1089.56,0.0,0.0,1089.56,1,False,False
T001044,LATAM,Salvador - Fortaleza,1004.31,0.0,0.0,1004.31,4,False,False
T001045,GOL,Salvador - Aracaju,476.1,0.0,0.0,476.1,5,False,False
T001046,GOL,Salvador - Aracaju,376.55,0.0,0.0,376.55,2,False,False
T001047,LATAM,Salvador - São Paulo,821.17,0.0,0.0,821.17,33,False,False
T001048,GOL,Salvador - Rio de Janeiro,535.63,81.29,0.0,616.92,18,True,False
T001049,Azul,Salvador - Campinas,1306.08,0.0,0.0,1306.08,5,False,False
T001050,LATAM,Salvador - Manaus,1039.77,0.0,0.0,1039.77,8,False,False
T001051,GOL,Salvador - São Paulo,701.7,0.0,0.0,701.7,25,False,False
T001052,GOL,Salvador - Fortaleza,854.4,0.0,0.0,854.4,4,False,False
T001053,LATAM,Salvador - Belo Horizonte,1266.51,0.0,0.0,1266.51,1,False,False
T001054,GOL,Salvador - Ilhéus,557.68,0.0,73.0,73.0,16,False,True
T001055,LATAM,Salvador - Porto Alegre,1586.61,0.0,0.0,1586.61,4,False,False
T001056,LATAM,Salvador - Belo Horizonte,1169.89,0.0,0.0,1169.89,1,False,False
T001057,Azul,Salvador - Aracaju,367.2,0.0,0.0,367.2,17,False,False
T001059,GOL,Salvador - Belo Horizonte,957.1,0.0,0.0,957.1,4,False,False
T001060,Azul,Salvador - Belo Horizonte,1185.64,0.0,0.0,1185.64,1,False,False
T001061,GOL,Salvador - São Paulo,1116.05,0.0,0.0,1116.05,1,False,False
T001062,LATAM,Salvador - Brasília,1294.17,0.0,0.0,1294.17,1,False,False
T001063,GOL,Salvador - Curitiba,1433.32,0.0,0.0,1433.32,13,False,False
T001064,LATAM,Salvador - São Paulo,1614.52,0.0,0.0,1614.52,3,False,False
T001065,GOL,Salvador - Porto Alegre,1250.01,0.0,0.0,1250.01,29,False,False
T001066,GOL,Salvador - Recife,754.59,155.09,0.0,909.69,0,True,False
T001067,GOL,Salvador - Fortaleza,711.37,0.0,0.0,711.37,6,False,False
T001068,Azul,Salvador - Brasília,837.1,0.0,0.0,837.1,13,False,False
T001069,Azul,Salvador - São Paulo,1545.02,0.0,0.0,1545.02,11,False,False
T001070,Azul,Salvador - Belo Horizonte,1381.98,0.0,0.0,1381.98,0,False,False
T001071,GOL,Salvador - Vitória da Conquista,612.77,118.23,0.0,731.0,4,True,False
T001072,Azul,Salvador - Rio de Janeiro,879.5,0.0,162.41,162.41,14,False,True
T001073,Azul,Salvador - Belo Horizonte,1067.89,0.0,0.0,1067.89,0,False,False
T001074,GOL,Salvador - Belo Horizonte,522.19,101.95,0.0,624.14,25,True,False
T001075,Azul,Salvador - Brasília,1047.4,0.0,0.0,1047.4,12,False,False
T001076,Azul,Salvador - Porto Alegre,1645.09,0.0,0.0,1645.09,6,False,False
T001077,GOL,Salvador - Recife,370.56,0.0,0.0,370.56,17,False,False
T001078,GOL,Salvador - São Paulo,728.62,0.0,0.0,728.62,24,False,False
T001079,GOL,Salvador - Brasília,1059.13,0.0,0.0,1059.13,13,False,False
T001082,GOL,Salvador - Vitória da Conquista,343.67,0.0,0.0,343.67,23,False,False
T001083,Azul,Salvador - Brasília,738.96,0.0,0.0,738.96,10,False,False
T001084,Azul,Salvador - Brasília,1035.88,0.0,0.0,1035.88,9,False,False
T001085,Azul,Salvador - São Paulo,1477.56,425.65,0.0,1903.21,9,True,False
T001086,GOL,Salvador - São Paulo,1122.65,0.0,0.0,1122.65,1,False,False
T001087,LATAM,Salvador - Brasília,903.28,0.0,0.0,903.28,13,False,False
T001088,Azul,Salvador - São Paulo,1000.01,0.0,0.0,1000.01,7,False,False
T001090,LATAM,Salvador - Recife,709.78,0.0,0.0,709.78,5,False,False
T001091,LATAM,Salvador - Porto Alegre,1173.36,0.0,0.0,1173.36,30,False,False
T001092,Azul,Salvador - Recife,705.75,0.0,0.0,705.75,24,False,False
T001093,Azul,Salvador - Fortaleza,557.59,0.0,0.0,557.59,21,False,False
T001095,GOL,Salvador - Belo Horizonte,678.05,0.0,0.0,678.05,11,False,False
T001096,GOL,Salvador - São Paulo,805.57,130.59,0.0,936.16,16,True,False
T001097,LATAM,Salvador - Rio de Janeiro,1107.61,0.0,0.0,1107.61,6,False,False
T001098,GOL,Salvador - São Paulo,945.57,0.0,0.0,945.57,5,False,False
T001099,GOL,Salvador - Recife,574.78,0.0,0.0,574.78,30,False,False
T001100,GOL,Salvador - Vitória da Conquista,529.31,0.0,0.0,529.31,6,False,False
T001102,LATAM,Salvador - Rio de Janeiro,732.99,0.0,0.0,732.99,29,False,False
T001103,GOL,Salvador - Fortaleza,962.68,0.0,0.0,962.68,2,False,False
T001104,LATAM,Salvador - Curitiba,1199.7,0.0,0.0,1199.7,6,False,False
T001105,LATAM,Salvador - Campinas,1204.85,0.0,0.0,1204.85,4,False,False
T001106,GOL,Salvador - Fortaleza,1065.41,0.0,0.0,1065.41,0,False,False
T001107,GOL,Salvador - Campinas,1034.96,0.0,0.0,1034.96,8,False,False
T001108,LATAM,Salvador - São Paulo,1232.8,0.0,0.0,1232.8,2,False,False
T001109,GOL,Salvador - Belo Horizonte,911.24,0.0,0.0,911.24,5,False,False
T001110,LATAM,Salvador - São Paulo,950.28,0.0,0.0,950.28,6,False,False
T001111,GOL,Salvador - Rio de Janeiro,690.27,0.0,0.0,690.27,8,False,False
T001112,GOL,Salvador - Recife,901.63,0.0,0.0,901.63,3,False,False
T001114,Azul,Salvador - Fortaleza,683.9,0.0,0.0,683.9,19,False,False
T001115,LATAM,Salvador - São Paulo,1271.21,0.0,0.0,1271.21,4,False,False
T001116,Azul,Salvador - São Paulo,596.16,0.0,0.0,596.16,32,False,False
T001117,LATAM,Salvador - Manaus,2536.75,0.0,0.0,2536.75,3,False,False
T001118,GOL,Salvador - Rio de Janeiro,1422.62,0.0,0.0,1422.62,0,False,False
T001119,Azul,Salvador - São Paulo,1358.17,0.0,0.0,1358.17,4,False,False
T001120,LATAM,Salvador - São Paulo,1189.36,0.0,0.0,1189.36,2,False,False
T001121,LATAM,Salvador - Vitória da Conquista,759.87,0.0,0.0,759.87,2,False,False
T001123,LATAM,Salvador - Belo Horizonte,1662.81,0.0,0.0,1662.81,3,False,False
T001125,GOL,Salvador - São Paulo,960.16,0.0,0.0,960.16,7,False,False
T001126,GOL,Salvador - São Paulo,882.57,0.0,0.0,882.57,4,False,False
T001127,LATAM,Salvador - Campinas,1770.5,0.0,0.0,1770.5,3,False,False
T001128,GOL,Salvador - São Paulo,1078.98,0.0,0.0,1078.98,6,False,False
T001129,GOL,Salvador - São Paulo,1182.82,0.0,0.0,1182.82,9,False,False
T001130,LATAM,Salvador - Recife,891.7,0.0,0.0,891.7,1,False,False
T001131,GOL,Salvador - São Paulo,886.35,0.0,0.0,886.35,21,False,False
T001133,LATAM,Salvador - Rio de Janeiro,874.69,0.0,0.0,874.69,7,False,False
T001134,GOL,Salvador - Ilhéus,406.97,0.0,0.0,406.97,4,False,False
T001135,LATAM,Salvador - Brasília,1365.41,0.0,0.0,1365.41,6,False,False
T001136,LATAM,Salvador - Fortaleza,1017.0,0.0,0.0,1017.0,3,False,False
T001137,GOL,Salvador - Belo Horizonte,964.75,0.0,0.0,964.75,1,False,False
T001138,GOL,Salvador - Belo Horizonte,750.35,0.0,0.0,750.35,27,False,False
T001139,LATAM,Salvador - Recife,634.86,0.0,0.0,634.86,9,False,False
T001140,Azul,Salvador - São Paulo,998.74,0.0,0.0,998.74,9,False,False
T001141,,Salvador - São Paulo,1165.78,0.0,0.0,1165.78,4,False,False
T001142,GOL,Salvador - Ilhéus,590.16,0.0,0.0,590.16,0,False,False
T001143,GOL,Salvador - Curitiba,948.55,0.0,0.0,948.55,11,False,False
T001144,LATAM,Salvador - São Paulo,978.25,0.0,0.0,978.25,4,False,False
T001145,LATAM,Salvador - São Paulo,1156.28,0.0,0.0,1156.28,0,False,False
T001146,LATAM,Salvador - Curitiba,1118.66,0.0,0.0,1118.66,11,False,False
T001148,GOL,Salvador - Belo Horizonte,1095.42,0.0,0.0,1095.42,8,False,False
T001149,Azul,Salvador - Belo Horizonte,1217.41,263.91,0.0,1481.31,15,True,False
T001151,GOL,Salvador - Rio de Janeiro,1380.05,0.0,0.0,1380.05,1,False,False
T001152,GOL,Salvador - Belo Horizonte,828.6,0.0,0.0,828.6,9,False,False
T001153,GOL,Salvador - Rio de Janeiro,2199.85,0.0,0.0,2199.85,3,False,False
T001154,GOL,Salvador - Belo Horizonte,1042.4,0.0,0.0,1042.4,12,False,False
T001155,Azul,Salvador - São Paulo,789.87,0.0,0.0,789.87,20,False,False
T001156,Azul,Salvador - Recife,910.6,0.0,0.0,910.6,4,False,False
T001157,LATAM,Salvador - São Paulo,1583.62,0.0,0.0,1583.62,6,False,False
T001158,GOL,Salvador - São Paulo,1342.67,0.0,331.9,331.9,1,False,True
T001159,GOL,Salvador - São Paulo,946.47,0.0,0.0,946.47,27,False,False
T001160,LATAM,Salvador - São Paulo,741.91,0.0,0.0,741.91,21,False,False
T001161,LATAM,Salvador - Porto Alegre,1901.83,0.0,0.0,1901.83,5,False,False
T001162,LATAM,Salvador - São Paulo,1170.55,0.0,0.0,1170.55,6,False,False
T001163,Azul,Salvador - Aracaju,713.54,0.0,191.04,191.04,2,False,True
T001164,Azul,Salvador - Belo Horizonte,1391.94,0.0,0.0,1391.94,3,False,False
T001165,GOL,Salvador - São Paulo,1589.61,0.0,0.0,1589.61,0,False,False
T001166,LATAM,Salvador - Brasília,905.43,0.0,0.0,905.43,22,False,False
T001167,GOL,Salvador - Recife,606.37,0.0,0.0,606.37,6,False,False
T001168,LATAM,Salvador - Recife,702.27,0.0,0.0,702.27,12,False,False
T001169,LATAM,Salvador - Fortaleza,1107.26,0.0,0.0,1107.26,11,False,False
T001170,LATAM,Salvador - Recife,561.15,0.0,0.0,561.15,5,False,False
T001171,LATAM,Salvador - Recife,1102.84,0.0,0.0,1102.84,0,False,False
T001172,gol,Salvador - Curitiba,877.74,0.0,0.0,877.74,21,False,False
T001173,GOL,Salvador - São Paulo,972.12,0.0,245.27,245.27,11,False,True
T001174,GOL,Salvador - São Paulo,968.49,0.0,0.0,968.49,24,False,False
T001175,Gol Linhas Aéreas,Salvador - Belo Horizonte,729.63,0.0,0.0,729.63,38,False,False
T001176,Azul,Salvador - São Paulo,1233.35,0.0,0.0,1233.35,4,False,False
T001177,LATAM,Salvador - Recife,434.32,0.0,0.0,434.32,20,False,False
T001178,GOL,Salvador - Curitiba,1119.84,0.0,0.0,1119.84,13,False,False
T001180,LATAM,Salvador - São Paulo,1995.6,0.0,0.0,1995.6,3,False,False
T001182,LATAM,Salvador - Campinas,1252.12,0.0,0.0,1252.12,6,False,False
T001184,LATAM,Salvador - Belo Horizonte,769.19,0.0,0.0,769.19,16,False,False
T001185,LATAM Airlines,Salvador - Vitória da Conquista,453.82,0.0,0.0,453.82,5,False,False
T001186,GOL,Salvador - Ilhéus,466.13,146.13,0.0,612.26,7,True,False
T001187,GOL,Salvador - Recife,467.44,0.0,0.0,467.44,4,False,False
T001188,GOL,Salvador - Brasília,879.06,0.0,0.0,879.06,10,False,False
T001189,GOL,Salvador - Belo Horizonte,1201.25,0.0,0.0,1201.25,0,False,False
T001190,LATAM,Salvador - Belo Horizonte,791.49,0.0,0.0,791.49,10,False,False
T001192,LATAM,Salvador - Recife,655.64,0.0,0.0,655.64,13,False,False
T001193,LATAM,Salvador - Rio de Janeiro,992.34,265.37,0.0,1257.71,5,True,False
T001194,GOL,Salvador - Rio de Janeiro,1050.52,328.99,0.0,1379.5,5,True,False
T001195,Azul,Salvador - São Paulo,797.5,0.0,0.0,797.5,29,False,False
T001196,LATAM,Salvador - Aracaju,379.9,0.0,0.0,379.9,26,False,False
T001197,LATAM,Salvador - Rio de Janeiro,1403.33,0.0,0.0,1403.33,0,False,False
T001198,Azul,Salvador - São Paulo,1722.71,0.0,0.0,1722.71,7,False,False
T001199,Azul,Salvador - São Paulo,2244.63,0.0,0.0,2244.63,0,False,False
T001200,LATAM,Salvador - Fortaleza,1059.53,0.0,0.0,1059.53,3,False,False
T001201,Azul,Salvador - Porto Alegre,1674.93,0.0,0.0,1674.93,4,False,False
T001202,LATAM,Salvador - São Paulo,1119.32,0.0,0.0,1119.32,6,False,False
T001203,GOL,Salvador - Recife,918.87,0.0,0.0,918.87,2,False,False
T001204,LATAM,Salvador - São Paulo,1569.3,0.0,0.0,1569.3,8,False,False
T001205,Azul,Salvador - Recife,584.77,93.57,0.0,678.34,14,True,False
T001206,GOL,Salvador - Brasília,1467.55,0.0,0.0,1467.55,2,False,False
T001207,LATAM,Salvador - Curitiba,971.69,0.0,0.0,971.69,8,False,False
T001208,LATAM,Salvador - Rio de Janeiro,602.39,0.0,0.0,602.39,32,False,False
T001210,LATAM,Salvador - São Paulo,591.42,0.0,0.0,591.42,33,False,False
T001211,Azul,Salvador - São Paulo,1449.81,0.0,0.0,1449.81,0,False,False
T001212,GOL,Salvador - Rio de Janeiro,936.22,0.0,0.0,936.22,5,False,False
T001213,Azul,Salvador - Fortaleza,1608.21,0.0,0.0,1608.21,4,False,False
T001214,latam,Salvador - Rio de Janeiro,1386.43,0.0,0.0,1386.43,2,False,False
T001215,Azul,Salvador - Campinas,749.58,0.0,0.0,749.58,23,False,False
T001217,Azul,Salvador - Porto Alegre,2071.96,0.0,0.0,2071.96,4,False,False
T001218,LATAM,Salvador - São Paulo,855.32,0.0,0.0,855.32,20,False,False
T001219,GOL,Salvador - São Paulo,1413.47,0.0,0.0,1413.47,0,False,False
T001220,GOL,Salvador - Belo Horizonte,1301.22,0.0,326.6,326.6,3,False,True
T001221,LATAM,Salvador - Ilhéus,488.58,0.0,0.0,488.58,0,False,False
T001222,GOL,Salvador - Campinas,1294.37,159.28,0.0,1453.65,9,True,False
T001223,Azul,Salvador - Porto Alegre,2806.3,0.0,0.0,2806.3,2,False,False
T001224,LATAM,Salvador - São Paulo,1394.25,0.0,0.0,1394.25,0,False,False
T001225,GOL,Salvador - Campinas,861.12,0.0,0.0,861.12,16,False,False
T001226,Azul,Salvador - Rio de Janeiro,645.54,0.0,0.0,645.54,41,False,False
T001227,LATAM,Salvador - Campinas,1260.83,0.0,0.0,1260.83,5,False,False
T001228,Azul,Salvador - Brasília,1284.76,0.0,0.0,1284.76,0,False,False
T001229,LATAM,Salvador - Rio de Janeiro,853.72,0.0,0.0,853.72,24,False,False
T001230,GOL,Salvador - São Paulo,1410.36,0.0,0.0,1410.36,10,False,False
T001231,GOL,Salvador - Rio de Janeiro,1151.9,0.0,251.74,251.74,5,False,True
T001232,Azul,Salvador - Recife,592.7,0.0,0.0,592.7,4,False,False
T001233,LATAM,Salvador - São Paulo,1890.99,0.0,0.0,1890.99,5,False,False
T001234,LATAM,Salvador - Porto Alegre,1333.25,0.0,0.0,1333.25,10,False,False
T001235,Azul,Salvador - Rio de Janeiro,1033.93,0.0,0.0,1033.93,21,False,False
T001236,LATAM,Salvador - Recife,896.87,247.48,0.0,1144.35,1,True,False
T001237,LATAM,Salvador - Fortaleza,680.65,138.05,0.0,818.69,2,True,False
T001238,GOL,Salvador - Belo Horizonte,673.19,0.0,0.0,673.19,11,False,False
T001239,Azul,Salvador - São Paulo,1573.35,486.14,0.0,2059.49,0,True,False
T001240,LATAM,Salvador - São Paulo,1061.87,0.0,0.0,1061.87,20,False,False
T001241,LATAM,Salvador - Manaus,1365.46,0.0,295.65,295.65,6,False,True
T001242,LATAM,Salvador - São Paulo,916.5,0.0,0.0,916.5,13,False,False
T001243,LATAM,Salvador - Brasília,987.45,0.0,0.0,987.45,4,False,False
T001244,LATAM,Salvador - São Paulo,1144.63,0.0,198.23,198.23,29,False,True
T001245,GOL,Salvador - São Paulo,1380.41,0.0,0.0,1380.41,2,False,False
T001246,Azul,Salvador - Rio de Janeiro,771.6,0.0,0.0,771.6,19,False,False
T001247,GOL,Salvador - Fortaleza,853.23,0.0,0.0,853.23,9,False,False
T001248,GOL,Salvador - São Paulo,1109.66,0.0,214.88,214.88,11,False,True
T001249,GOL,Salvador - Rio de Janeiro,770.26,0.0,0.0,770.26,9,False,False
T001250,LATAM,Salvador - Aracaju,412.24,0.0,0.0,412.24,0,False,False
T001251,gol,Salvador - Belo Horizonte,557.89,0.0,0.0,557.89,23,False,False
T001252,GOL,Salvador - Aracaju,487.02,0.0,0.0,487.02,5,False,False
T001253,Azul,Salvador - Recife,888.27,124.72,0.0,1012.99,0,True,False
T001254,GOL,Salvador - Vitória da Conquista,493.3,0.0,0.0,493.3,18,False,False
T001255,latam,Salvador - Fortaleza,1058.47,216.98,0.0,1275.45,14,True,False
T001256,Azul,Salvador - Campinas,1571.01,0.0,0.0,1571.01,6,False,False
T001257,GOL,Salvador - Recife,387.64,0.0,0.0,387.64,23,False,False
T001258,LATAM,Salvador - Fortaleza,762.63,0.0,0.0,762.63,23,False,False
T001259,GOL,Salvador - Ilhéus,714.76,0.0,0.0,714.76,2,False,False
T001260,LATAM Airlines,Salvador - Belo Horizonte,613.85,0.0,0.0,613.85,15,False,False
T001262,Azul,Salvador - Rio de Janeiro,1464.03,284.83,0.0,1748.86,0,True,False
T001263,Azul,Salvador - Manaus,2367.17,0.0,0.0,2367.17,2,False,False
T001264,GOL,Salvador - Vitória da Conquista,762.4,0.0,0.0,762.4,4,False,False
T001265,LATAM,Salvador - São Paulo,1230.0,353.11,0.0,1583.11,0,True,False
T001266,LATAM,Salvador - Ilhéus,295.58,0.0,0.0,295.58,26,False,False
T001267,LATAM,Salvador - Brasília,1380.14,0.0,0.0,1380.14,1,False,False
T001268,Azul,Salvador - São Paulo,943.02,0.0,0.0,943.02,5,False,False
T001269,LATAM,Salvador - Curitiba,1625.21,0.0,0.0,1625.21,1,False,False
T001270,LATAM,Salvador - Fortaleza,566.64,0.0,0.0,566.64,10,False,False
T001271,GOL,Salvador - Recife,812.75,0.0,0.0,812.75,4,False,False
T001272,GOL,Salvador - São Paulo,1945.28,0.0,0.0,1945.28,1,False,False
T001273,GOL,Salvador - São Paulo,1543.11,0.0,0.0,1543.11,0,False,False
T001274,Azul,Salvador - Brasília,906.78,0.0,0.0,906.78,12,False,False
T001275,Azul,Salvador - São Paulo,826.36,0.0,0.0,826.36,16,False,False
T001276,GOL,Salvador - Campinas,602.63,0.0,0.0,602.63,38,False,False
T001277,LATAM,Salvador - São Paulo,943.07,0.0,0.0,943.07,27,False,False
T001278,Azul,Salvador - Brasília,685.34,0.0,0.0,685.34,30,False,False
T001279,GOL,Salvador - Rio de Janeiro,1207.12,268.01,0.0,1475.13,5,True,False
T001280,LATAM,Salvador - São Paulo,1304.46,0.0,0.0,1304.46,2,False,False
T001281,GOL,Salvador - São Paulo,1321.53,0.0,165.53,165.53,6,False,True
T001282,GOL,Salvador - Belo Horizonte,1023.27,0.0,0.0,1023.27,14,False,False
T001283,LATAM,Salvador - Rio de Janeiro,559.47,0.0,0.0,559.47,19,False,False
T001284,GOL,Salvador - Brasília,1042.04,0.0,0.0,1042.04,5,False,False
T001285,GOL,Salvador - Belo Horizonte,1088.74,0.0,0.0,1088.74,1,False,False
T001286,GOL,Salvador - São Paulo,878.81,0.0,0.0,878.81,4,False,False
T001287,GOL,Salvador - São Paulo,1495.04,0.0,0.0,1495.04,0,False,False
T001288,LATAM,Salvador - Porto Alegre,783.33,0.0,0.0,783.33,17,False,False
T001289,LATAM,Salvador - Ilhéus,753.57,0.0,0.0,753.57,6,False,False
T001290,LATAM,Salvador - Campinas,1197.23,0.0,0.0,1197.23,7,False,False
T001291,gol,Salvador - Recife,988.65,0.0,0.0,988.65,2,False,False
T001292,LATAM,Salvador - Brasília,2055.44,0.0,0.0,2055.44,6,False,False
T001293,Azul,Salvador - São Paulo,1362.99,0.0,0.0,1362.99,15,False,False
T001294,Azul,Salvador - São Paulo,748.28,0.0,0.0,748.28,16,False,False
T001295,GOL,Salvador - Brasília,870.72,0.0,0.0,870.72,13,False,False
T001296,LATAM,Salvador - Brasília,1150.99,0.0,0.0,1150.99,4,False,False
T001297,GOL,Salvador - São Paulo,1049.89,209.45,0.0,1259.34,5,True,False
T001298,LATAM,Salvador - Brasília,641.82,0.0,0.0,641.82,19,False,False
T001299,LATAM,Salvador - São Paulo,925.79,0.0,0.0,925.79,59,False,False
T001300,GOL,Salvador - Brasília,567.55,0.0,0.0,567.55,15,False,False
T001301,LATAM,Salvador - São Paulo,1616.66,0.0,0.0,1616.66,2,False,False
T001302,LATAM,Salvador - Manaus,2091.34,0.0,0.0,2091.34,0,False,False
T001303,GOL,Salvador - São Paulo,1184.82,0.0,0.0,1184.82,0,False,False
T001304,GOL,Salvador - Brasília,826.23,0.0,0.0,826.23,17,False,False
T001305,GOL,Salvador - Vitória da Conquista,472.1,0.0,0.0,472.1,7,False,False
T001306,Azul,Salvador - Rio de Janeiro,887.83,0.0,0.0,887.83,7,False,False
T001307,Azul,Salvador - Brasília,1302.26,0.0,0.0,1302.26,1,False,False
T001308,GOL,Salvador - Manaus,1014.17,0.0,0.0,1014.17,13,False,False
T001309,LATAM,Salvador - Porto Alegre,1258.85,0.0,190.2,190.2,29,False,True
T001310,LATAM,Salvador - São Paulo,868.48,200.56,0.0,1069.04,16,True,False
T001311,Azul,Salvador - Porto Alegre,1009.92,0.0,0.0,1009.92,5,False,False
T001312,GOL,Salvador - Rio de Janeiro,721.91,0.0,0.0,721.91,16,False,False
T001313,Azul,Salvador - Rio de Janeiro,993.7,204.57,0.0,1198.26,16,True,False
T001314,GOL,Salvador - São Paulo,995.03,0.0,0.0,995.03,13,False,False
T001315,Azul,Salvador - São Paulo,1223.66,0.0,0.0,1223.66,5,False,False
T001316,Azul,Salvador - Porto Alegre,2299.26,0.0,0.0,2299.26,3,False,False
T001317,GOL,Salvador - Curitiba,1429.91,392.53,0.0,1822.44,3,True,False
T001318,GOL,Salvador - São Paulo,1084.11,0.0,0.0,1084.11,13,False,False
T001319,GOL,Salvador - São Paulo,1737.42,0.0,0.0,1737.42,3,False,False
T001320,LATAM,Salvador - São Paulo,1292.17,171.9,0.0,1464.07,0,True,False
T001321,GOL,Salvador - São Paulo,1178.92,0.0,0.0,1178.92,0,False,False
T001322,LATAM,Salvador - Rio de Janeiro,851.43,0.0,0.0,851.43,15,False,False
T001323,LATAM,Salvador - Rio de Janeiro,1207.78,0.0,0.0,1207.78,1,False,False
T001324,LATAM,Salvador - São Paulo,672.66,0.0,0.0,672.66,28,False,False
T001325,LATAM,Salvador - Recife,915.74,0.0,0.0,915.74,2,False,False
T001326,Azul,Salvador - Belo Horizonte,1675.09,0.0,0.0,1675.09,3,False,False
T001327,LATAM,Salvador - São Paulo,1099.04,0.0,0.0,1099.04,7,False,False
T001328,LATAM,Salvador - São Paulo,1005.68,0.0,0.0,1005.68,29,False,False
T001329,LATAM,Salvador - Recife,467.09,0.0,0.0,467.09,12,False,False
T001330,LATAM,Salvador - Brasília,1440.67,0.0,0.0,1440.67,0,False,False
T001331,GOL,Salvador - Recife,467.79,0.0,0.0,467.79,27,False,False
T001332,LATAM,Salvador - Porto Alegre,1963.35,0.0,299.88,299.88,2,False,True
T001333,LATAM,Salvador - Rio de Janeiro,936.97,0.0,0.0,936.97,17,False,False
T001334,Azul,Salvador - Recife,514.78,0.0,0.0,514.78,19,False,False
T001335,LATAM,Salvador - Curitiba,1543.31,0.0,0.0,1543.31,3,False,False
T001336,LATAM,Salvador - São Paulo,763.33,0.0,0.0,763.33,17,False,False
